0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2011-01-01,88.106093,86.106093,65.106093,65.106093,52.106093,52.106093,52.106093,52.106093,52.106093,52.106093,52.106093,52.106093,65.106093,65.106093,52.106093,52.106093,52.106093,65.106093,96.106093,96.106093,96.106093,96.106093,86.106093,65.106093
2011-01-02,36.224485,36.224485,36.223485,36.223485,36.223485,36.223485,34.838485,36.223485,36.224485,36.224485,63.560485,63.560485,79.560485,79.560485,63.560485,63.560485,63.560485,79.560485,94.560485,94.560485,94.560485,94.560485,83.560485,63.560485
2011-01-03,58.104362,58.104362,58.104362,58.104362,58.104362,58.104362,58.104362,62.104362,88.104362,88.104362,93.104362,93.104362,93.104362,93.104362,93.104362,93.104362,93.104362,93.104362,118.104362,118.104362,118.104362,93.104362,88.104362,62.104362
2011-01-04,49.727173,49.727173,49.727173,49.727173,49.727173,59.727173,76.727173,89.227173,89.227173,89.227173,94.727173,94.727173,94.727173,94.727173,94.727173,94.727173,94.727173,109.727173,109.727173,109.727173,109.727173,94.727173,89.227173,86.727173
2011-01-05,34.337129,34.337129,34.337129,34.337129,34.337129,38.344129,74.673129,83.673129,83.673129,83.673129,92.673129,92.673129,92.673129,92.673129,92.673129,92.673129,92.673129,92.673129,117.673129,127.673129,117.673129,92.673129,83.673129,83.673129
2011-01-06,79.940684,79.940684,79.940684,79.940684,79.940684,82.940684,82.940684,79.940684,82.940684,83.440684,83.440684,83.440684,83.440684,83.440684,83.440684,83.440684,83.440684,83.440684,117.940684,127.940684,117.940684,83.440684,83.440684,83.440684
2011-01-07,35.021094,35.021094,35.021094,35.021094,35.021094,78.357094,78.357094,78.357094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,81.857094,101.357094,81.857094,81.857094,79.357094,78.357094
2011-01-08,75.606486,75.606486,35.402486,35.402486,75.606486,75.606486,75.606486,78.606486,87.606486,87.606486,87.606486,87.606486,87.606486,87.606486,87.606486,87.606486,87.606486,87.606486,88.606486,88.606486,88.606486,87.606486,87.606486,87.606486
2011-01-09,72.08133,72.08133,34.89233,34.89233,34.89233,34.89233,34.89233,34.89233,72.08133,77.08133,77.08133,77.08133,77.08133,77.08133,77.08133,77.08133,77.08133,77.08133,81.98133,81.98133,81.98133,81.98133,78.08133,77.08133
2011-01-10,70.797393,37.608393,37.608393,37.608393,37.608393,37.608393,37.608393,37.608393,70.797393,74.797393,74.797393,79.297393,79.297393,79.297393,79.297393,74.797393,74.797393,74.797393,84.297393,84.297393,84.297393,84.297393,79.297393,74.797393
2011-01-11,58.853826,58.853826,36.164826,36.164826,58.853826,58.853826,59.353826,63.353826,79.352826,79.352826,79.352826,84.853826,84.853826,84.853826,84.853826,84.853826,79.352826,79.352826,84.853826,84.853826,84.853826,84.853826,79.352826,63.353826
2011-01-12,49.339028,49.339028,49.339028,49.339028,49.339028,49.339028,49.339028,53.339028,75.339028,75.339028,75.339028,75.339028,75.339028,75.339028,75.339028,79.829028,75.339028,75.339028,79.829028,79.829028,79.829028,79.829028,75.339028,53.339028
2011-01-13,40.27357,40.27357,40.27357,40.27357,40.27357,40.27357,40.27357,40.27357,74.27357,74.27357,74.27357,74.27357,74.27357,74.27357,74.27357,74.27357,74.27357,74.27357,78.27357,89.27357,78.27357,74.27357,43.27357,43.27357
2011-01-14,37.898046,37.898046,37.898046,37.898046,37.898046,65.898046,66.898046,71.398046,71.398046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,72.898046,71.398046,66.898046
2011-01-15,38.488856,38.488856,38.488856,36.088856,38.488856,38.488856,38.488856,65.488856,65.488856,68.488856,68.488856,68.488856,68.488856,68.488856,68.488856,65.488856,65.488856,65.488856,73.488856,73.488856,73.488856,73.488856,65.488856,65.488856
2011-01-16,76.737083,70.737083,70.737083,70.737083,70.737083,70.737083,70.737083,70.737083,76.737083,76.737083,76.737083,76.737083,79.737083,76.737083,76.737083,76.737083,76.737083,76.737083,99.737083,99.737083,99.737083,99.737083,79.737083,76.737083
2011-01-17,76.008386,76.008386,76.008386,76.008386,76.008386,76.008386,78.008386,81.008386,81.008386,81.008386,97.008386,97.008386,97.008386,97.008386,97.008386,97.008386,81.008386,81.008386,109.008386,147.405386,109.008386,109.008386,81.008386,78.008386
2011-01-18,81.87022,81.87022,81.87022,81.87022,81.87022,81.87022,83.87022,107.87022,107.87022,107.87022,107.87022,115.87022,107.87022,107.87022,107.87022,107.87022,107.87022,107.87022,115.87022,115.87022,115.87022,107.87022,107.87022,81.87022
2011-01-19,82.271417,82.271417,82.271417,82.271417,82.271417,83.271417,83.271417,84.271417,118.271417,118.271417,118.271417,119.271417,118.271417,118.271417,118.271417,118.271417,118.271417,83.968417,119.271417,119.271417,119.271417,118.271417,83.271417,83.271417
2011-01-20,84.439053,82.439053,84.439053,84.439053,84.439053,85.439053,85.439053,87.439053,87.439053,92.439053,107.439053,117.439053,117.439053,107.439053,117.439053,117.439053,107.439053,87.439053,127.439053,127.439053,127.439053,92.439053,87.439053,84.980053
2011-01-21,87.539246,87.039246,87.039246,87.039246,87.039246,87.539246,87.539246,87.539246,87.539246,87.539246,92.539246,92.539246,92.539246,92.539246,92.539246,92.539246,92.539246,87.539246,132.539246,132.539246,117.539246,92.539246,87.539246,87.539246
2011-01-22,87.511308,87.511308,87.511308,87.511308,87.511308,87.511308,87.511308,87.511308,88.011308,88.011308,88.011308,88.011308,107.511308,88.011308,88.011308,88.011308,88.011308,88.011308,132.511308,147.511308,132.511308,88.011308,88.011308,87.511308
2011-01-23,87.4814,87.4814,87.4814,87.4814,87.4814,87.4814,87.4814,87.4814,87.4814,87.4814,110.5004,110.9814,110.9814,110.9814,110.9814,110.5004,87.4814,87.4814,110.9814,131.9814,131.9814,110.9814,110.9814,87.4814
2011-01-24,111.806227,111.306227,96.806227,96.806227,111.306227,111.806227,111.806227,112.236227,126.806227,132.806227,132.806227,132.806227,132.806227,132.806227,132.806227,132.806227,132.806227,126.806227,132.806227,141.806227,132.806227,132.806227,112.236227,111.806227
2011-01-25,112.650238,112.650238,112.650238,112.650238,112.650238,116.650238,112.650238,116.650238,118.650238,128.650238,133.650238,133.650238,133.650238,133.650238,138.928238,133.650238,133.650238,133.650238,148.650238,148.650238,133.650238,118.650238,112.650238,116.650238
2011-01-26,113.821676,113.821676,113.821676,113.821676,113.821676,117.821676,119.321676,124.821676,124.821676,134.821676,139.821676,139.821676,139.821676,139.821676,139.821676,124.821676,124.821676,124.821676,139.821676,149.821676,139.821676,134.821676,124.821676,119.321676
2011-01-27,116.32017,116.32017,116.32017,116.32017,116.32017,118.32017,118.32017,118.32017,122.32017,122.32017,123.32017,123.32017,123.32017,123.32017,123.32017,122.32017,122.32017,118.32017,128.32017,158.32017,128.32117,122.32017,118.32017,116.32017
2011-01-28,109.41346,113.91346,113.91346,113.91346,115.41346,117.41346,117.41346,117.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,125.41346,157.41346,125.41346,125.41346,117.41346,117.41346
2011-01-29,102.232174,102.232174,102.232174,102.232174,102.232174,102.232174,102.232174,107.331174,112.332174,112.332174,112.332174,112.332174,112.332174,112.332174,112.332174,112.332174,112.332174,112.332174,115.432174,115.432174,115.432174,112.332174,112.332174,107.332174
2011-01-30,101.84908,101.84908,101.84908,101.84908,101.84908,101.84908,101.84908,101.84908,101.84908,106.84808,106.84808,106.84808,106.84908,106.84808,106.84808,106.84808,101.84908,106.84808,114.94908,115.34908,115.34908,114.94908,114.94908,101.84908
2011-01-31,77.512293,77.512293,77.512293,77.512293,77.512293,107.511293,107.511293,107.512293,109.512293,109.512293,109.512293,115.612293,115.612293,115.612293,115.612293,115.612293,115.612293,115.612293,115.612293,133.512293,115.612293,115.612293,109.512293,107.511293
2011-02-01,109.317015,109.317015,109.317015,109.317015,109.317015,111.817015,111.817015,111.817015,119.317015,119.317015,119.317015,119.317015,119.317015,119.317015,119.317015,119.317015,119.317015,119.317015,161.317015,222.950015,161.317015,119.317015,119.317015,111.817015
2011-02-02,101.144761,101.144761,101.144761,101.144761,114.644761,114.644761,117.144761,117.144761,117.144761,117.144761,120.643761,120.643761,120.643761,120.643761,120.643761,120.643761,120.643761,117.144761,138.644761,162.644761,162.644761,127.644761,117.144761,114.644761
2011-02-03,114.937502,114.937502,112.937502,112.937502,114.937502,114.937502,118.437502,118.437502,118.437502,137.937502,141.927502,142.937502,141.927502,141.927502,141.927502,141.927502,138.937502,127.937502,142.937502,162.932502,142.937502,142.937502,118.437502,114.937502
2011-02-04,114.282455,114.282455,114.282455,114.282455,114.282455,119.282455,119.282455,119.282455,133.282455,133.282455,133.282455,133.282455,133.282455,133.282455,133.282455,133.282455,133.282455,133.282455,138.282455,163.282455,138.282455,133.282455,133.282455,119.282455
2011-02-05,112.262388,112.262388,112.262388,112.262388,112.262388,112.262388,112.262388,114.262388,114.262388,114.762388,114.762388,114.762388,114.762388,114.762388,114.262388,114.262388,114.262388,114.262388,114.762388,138.762388,114.762388,114.762388,114.262388,112.262388
2011-02-06,111.329453,111.329453,108.829453,108.829453,108.829453,108.829453,108.829453,108.829453,111.329453,111.329453,111.329453,111.329453,112.829453,112.829453,111.329453,111.329453,111.329453,111.329453,112.829453,145.829453,145.829453,112.829453,112.829453,111.329453
2011-02-07,107.171563,107.171563,107.171563,107.171563,109.735563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,113.235563,116.235563,119.735563,119.735563,119.735563,116.235563,113.235563,113.235563
2011-02-08,110.212795,105.539795,105.539795,105.539795,110.212795,110.312795,110.312795,110.312795,113.312795,113.312795,113.312795,113.312795,113.312795,113.312795,113.312795,113.312795,113.312795,113.312795,114.312795,114.312795,114.312795,113.312795,110.312795,110.212795
2011-02-09,106.392645,105.165645,105.165645,105.165645,105.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,110.165645,114.665645,114.665645,113.165645,110.965645,110.165645,106.392645
2011-02-10,102.135753,102.135753,102.135753,102.135753,102.135753,103.344753,103.344753,103.344753,108.135753,108.135753,108.135753,112.635753,108.135753,111.135753,112.135753,112.135753,111.135753,111.135753,113.135753,113.635753,113.635753,113.135753,108.135753,103.344753
2011-02-11,99.759454,99.759454,99.759454,99.759454,99.759454,103.759454,107.759454,107.759454,107.759454,107.759454,107.759454,107.759454,107.759454,107.759454,108.759454,107.759454,107.759454,107.759454,110.759454,112.759454,108.759454,107.759454,103.759454,103.759454
2011-02-12,98.485222,97.985222,97.985222,97.985222,97.985222,100.985222,100.985222,106.985222,110.485222,110.485222,112.809222,112.809222,112.985222,112.809222,110.485222,110.485222,110.485222,110.485222,112.985222,112.985222,112.985222,112.985222,110.485222,106.985222
2011-02-13,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,102.944555,107.944555,111.444555,107.944555,102.944555,102.944555,102.944555,107.944555,113.944555,113.944555,113.944555,113.444555,111.444555,102.944555
2011-02-14,96.612664,96.612664,96.612664,96.612664,97.612664,101.612664,106.612664,106.612664,106.612664,106.612664,108.612664,108.612664,108.612664,108.612664,108.612664,108.612664,108.612664,108.612664,110.613664,110.613664,110.613664,108.612664,106.612664,97.686664
2011-02-15,97.521708,97.521708,97.521708,97.521708,97.521708,97.521708,98.521708,98.521708,100.521708,100.521708,102.521708,102.521708,102.521708,102.521708,103.521708,102.521708,102.521708,102.521708,108.521708,168.980708,108.521708,102.521708,98.521708,97.521708
2011-02-16,90.6608,90.6608,90.6608,90.6608,90.6608,91.6608,91.6608,91.6608,93.0088,93.0088,94.6608,94.6608,94.6608,94.6608,94.6608,94.6608,94.6608,94.6608,99.1608,99.1608,99.1608,94.6608,91.6608,91.6608
2011-02-17,85.180624,85.180624,85.180624,85.180624,85.180624,91.180624,92.680624,92.680624,92.680624,92.680624,93.180624,93.180624,92.680624,92.680624,93.180624,93.180624,93.180624,92.680624,93.180624,103.180624,93.180624,92.680624,91.180624,88.180624
2011-02-18,84.180526,83.180526,83.180526,83.180526,84.180526,90.180526,97.180526,97.180526,97.180526,97.180526,111.680526,124.180526,102.180526,102.180526,124.180526,124.180526,102.180526,102.180526,124.180526,124.180526,124.180526,124.180526,97.180526,90.180526
2011-02-19,89.882697,87.882697,86.882697,86.882697,87.882697,89.882697,89.882697,90.882697,90.882697,90.882697,95.782697,95.782697,95.782697,90.882697,90.882697,90.882697,90.882697,90.882697,95.782697,95.782697,95.782697,95.782697,90.882697,89.882697
2011-02-20,95.199557,89.399557,85.399557,85.399557,85.399557,85.399557,85.399557,89.399557,95.199557,95.199557,95.199557,95.199557,95.199557,95.199557,95.199557,95.199557,95.199557,95.199557,95.299557,95.299557,95.299557,95.299557,95.199557,95.199557
2011-02-21,92.130411,92.130411,92.130411,92.130411,92.130411,94.730411,94.730411,94.730411,94.730411,94.730411,96.630411,96.630411,96.630411,96.630411,96.630411,96.630411,96.630411,94.730411,96.630411,142.745411,97.730411,96.630411,94.730411,92.130411
2011-02-22,94.651628,88.751628,88.751628,88.751628,94.651628,94.651628,94.751628,96.951628,96.951628,96.951628,96.951628,97.751628,96.951628,96.951628,100.751628,100.751628,97.751628,96.951628,97.751628,169.210628,100.751628,96.951628,94.751628,94.651628
2011-02-23,93.13867,93.13867,93.13867,93.13867,93.13867,93.13867,93.63867,93.63867,93.63867,93.63867,97.13867,97.13867,97.13867,97.13867,97.13867,97.13867,97.13867,93.63867,100.13867,107.13867,100.13867,93.63867,93.13867,93.13867
2011-02-24,92.775678,92.775678,92.676678,92.676678,92.775678,94.976678,94.976678,94.976678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,107.776678,102.776678,102.776678,94.976678,94.976678
2011-02-25,87.86398,87.86398,87.86398,87.36398,87.86398,94.36398,94.36398,91.36398,91.36398,93.36298,94.36398,124.36398,124.36398,124.36398,124.36398,124.36398,124.36398,94.36398,124.36398,124.36398,124.36398,94.36398,94.36398,91.36398
2011-02-26,90.126834,89.626834,89.626834,89.626834,89.626834,90.126834,90.126834,93.126834,93.126834,93.126834,96.591834,101.626834,101.626834,93.126834,93.126834,93.126834,93.126834,93.126834,102.626834,102.626834,102.626834,116.626834,93.126834,93.126834
2011-02-27,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,90.390789,90.390789,91.291789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,104.390789,106.390789,105.890789,104.390789,97.540789,91.291789
2011-02-28,83.783884,83.783884,83.783884,83.783884,83.783884,86.283884,86.283884,86.283884,96.753884,96.753884,106.283884,107.283884,107.283884,107.283884,107.283884,107.283884,107.283884,106.283884,107.283884,107.283884,107.283884,106.283884,86.283884,85.283884
2011-03-01,85.014871,85.014871,85.014871,85.014871,85.014871,85.014871,92.014871,92.014871,85.014871,85.014871,88.514871,93.514871,92.014871,92.014871,88.514871,88.514871,88.514871,92.014871,93.514871,93.514871,93.514871,92.014871,92.014871,85.014871
2011-03-02,82.418067,82.418067,82.418067,82.418067,82.418067,82.918067,82.918067,82.918067,89.918067,92.961067,93.918067,93.918067,93.918067,89.918067,89.918067,92.961067,92.961067,89.918067,93.918067,93.918067,93.918067,89.918067,82.918067,82.418067
2011-03-03,81.219432,81.219432,81.219432,81.219432,81.219432,86.219432,86.219432,94.219432,98.219432,98.219432,94.219432,94.219432,86.219432,98.219432,98.219432,98.219432,98.219432,98.219432,101.219432,101.219432,101.219432,98.219432,94.219432,83.219432
2011-03-04,78.73866,77.73866,77.73866,77.73866,78.73866,80.43866,84.73866,84.73866,84.73866,84.73866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,95.73866,88.23866,88.23866,84.73866,80.23866
2011-03-05,79.054791,79.054791,79.054791,79.054791,79.054791,79.054791,79.054791,80.554791,80.554791,80.554791,80.554791,82.054791,82.054791,80.554791,80.554791,80.554791,80.554791,80.554791,86.054791,86.054791,86.054791,82.054791,80.554791,79.054791
