0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2001-01-01,53.727589,53.727589,50.727589,50.727589,48.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,53.727589,55.727589,55.727589,46.727589,48.727589,46.727589
2001-01-02,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,48.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,82.727589,82.707589,82.707589,54.727589,54.727589,52.727589
2001-01-03,46.727589,46.727589,46.727589,46.727589,46.727589,52.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,65.727589,85.707589,75.727589,54.727589,54.727589,52.727589
2001-01-04,52.727589,46.727589,46.727589,46.727589,52.727589,52.727589,54.727589,69.727589,69.727589,69.727589,70.727589,70.727589,70.727589,69.727589,69.727589,69.727589,69.727589,69.727589,70.727589,54.727589,69.727589,70.727589,69.727589,54.727589
2001-01-05,51.727589,51.727589,51.727589,51.727589,51.727589,51.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,85.727589,54.727589,54.727589,54.727589,51.727589,51.727589
2001-01-06,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,52.727589,53.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,53.727589,53.727589,53.727589,53.727589,65.727589,85.727589,54.727589,69.727589,54.727589,53.727589
2001-01-07,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,85.727589,85.727589,60.727589,54.727589,54.727589,54.727589
2001-01-08,54.527589,46.727589,46.727589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,54.527589,46.727589,46.727589,54.527589,54.527589,54.727589,60.727589,60.727589,54.527589,54.527589,46.727589
2001-01-09,46.727589,46.727589,46.727589,46.727589,46.727589,46.727589,35.727589,46.727589,53.727589,53.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,54.727589,53.727589,85.727589,70.727589,54.727589,54.727589,47.727589
2001-01-10,47.727589,47.727589,47.727589,47.727589,47.727589,46.727589,53.727589,54.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,54.727589,60.727589,60.727589,60.727589,53.727589,47.727589
2001-01-11,53.727589,46.727589,46.727589,46.727589,53.727589,53.727589,54.727589,60.727589,61.727589,61.727589,69.727589,69.727589,69.727589,61.727589,60.727589,60.727589,60.727589,60.727589,69.727589,53.727589,60.727589,61.727589,54.727589,53.727589
2001-01-12,46.727589,46.727589,46.727589,46.727589,46.727589,53.727589,53.727589,60.727589,60.727589,60.727589,60.727589,53.727589,53.727589,39.728589,60.727589,60.727589,60.727589,60.727589,68.727589,53.727589,60.727589,61.727589,60.727589,53.727589
2001-01-13,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,60.727589,85.727589,85.727589,60.727589,60.727589,61.727589,61.727589,61.727589,61.727589,61.727589,61.727589,61.727589,100.527589,100.627589,95.727589,95.727589,60.727589,85.727589
2001-01-14,60.727589,60.727589,60.727589,60.727589,60.727589,46.727589,53.727589,60.727589,60.727589,60.727589,53.727589,53.727589,53.727589,53.727589,60.727589,53.727589,53.727589,60.727589,98.727589,100.527589,60.727589,60.727589,53.727589,60.727589
2001-01-15,60.727589,60.727589,60.727589,60.727589,60.727589,86.727589,86.727589,86.727589,61.727589,98.727589,98.727589,98.727589,98.727589,98.727589,61.727589,61.727589,61.727589,61.727589,100.627589,100.722589,100.527589,98.727589,60.727589,60.727589
2001-01-16,46.727589,46.727589,60.727589,60.727589,60.727589,60.727589,78.727589,97.727589,98.727589,97.727589,78.727589,78.727589,78.727589,78.727589,97.727589,98.727589,97.727589,78.727589,103.776589,70.727589,78.727589,98.727589,78.727589,60.727589
2001-01-17,70.727589,70.727589,70.727589,70.727589,70.727589,70.727589,70.727589,82.727589,103.776589,82.727589,80.727589,82.727589,82.727589,80.727589,80.727589,80.727589,80.727589,80.727589,100.727589,103.776589,103.776589,100.727589,70.727589,70.727589
2001-01-18,97.227589,62.727589,62.727589,97.227589,97.227589,97.227589,97.227589,97.727589,97.727589,99.727589,99.727589,99.727589,99.727589,97.727589,97.727589,97.727589,97.727589,97.727589,112.087589,97.227589,97.227589,97.727589,97.227589,97.227589
2001-01-19,99.727589,90.727589,99.727589,99.727589,99.727589,99.727589,99.727589,100.227589,105.727589,105.727589,105.727589,100.227589,99.727589,99.727589,99.727589,99.727589,99.727589,99.727589,98.727589,98.727589,99.727589,99.727589,99.727589,99.727589
2001-01-20,62.427589,62.427589,62.427589,62.427589,62.427589,62.727589,62.727589,63.727589,63.727589,99.727589,62.727589,63.727589,63.727589,63.727589,62.727589,62.727589,62.727589,62.727589,60.727589,70.727589,63.727589,99.727589,63.727589,62.427589
2001-01-21,62.727589,53.727589,53.727589,53.727589,53.727589,53.727589,40.727589,53.727589,53.727589,53.727589,53.727589,53.727589,53.727589,62.727589,53.727589,53.727589,53.727589,53.727589,60.726589,60.726589,62.727589,99.727589,62.727589,53.727589
2001-01-22,53.727589,53.727589,53.727589,53.727589,53.727589,63.727589,80.727589,80.727589,99.627589,99.627589,99.627589,99.627589,99.627589,99.627589,99.627589,99.627589,99.627589,80.727589,99.627589,99.627589,99.627589,99.627589,63.727589,62.727589
2001-01-23,62.727589,62.727589,62.727589,62.727589,62.727589,90.727589,90.727589,90.727589,99.627589,99.627589,99.627589,99.627589,99.627589,90.727589,90.727589,90.727589,90.727589,90.727589,99.627589,99.627589,99.627589,99.627589,90.727589,62.727589
2001-01-24,46.727589,46.727589,46.727589,46.727589,46.727589,62.727589,62.727589,92.727589,92.727589,92.727589,99.727589,99.727589,92.727589,92.727589,92.727589,92.727589,92.727589,92.727589,92.727589,99.727589,92.727589,99.727589,92.727589,62.727589
