0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2012-01-01,40.068906,37.837906,37.837906,37.837906,37.837906,36.108906,36.108906,36.108906,36.108906,36.108906,37.837906,37.836906,37.836906,37.836906,37.836906,37.837906,37.837906,37.837906,60.068906,79.568906,60.068906,60.068906,40.068906,37.837906
2012-01-02,36.007081,36.007081,36.007081,36.007081,36.007081,36.007081,37.628081,37.629081,48.860081,59.860081,59.860081,59.860081,59.860081,59.860081,59.860081,59.860081,59.860081,59.861081,79.360081,79.360081,79.360081,79.360081,59.860081,48.860081
2012-01-03,37.783199,37.783199,37.323199,37.323199,37.783199,37.783199,37.783199,39.052199,48.283199,54.283199,76.283199,76.283199,60.283199,76.283199,76.283199,76.283199,76.283199,76.283199,76.283199,84.783199,76.283199,76.283199,54.283199,39.052199
2012-01-04,36.394871,37.663871,36.394871,36.394871,36.394871,37.663871,37.663871,44.894871,49.889871,69.894871,69.894871,69.894871,69.894871,69.894871,69.894871,69.894871,69.894871,69.894871,73.894871,73.894871,73.894871,69.894871,49.889871,44.894871
2012-01-05,38.567784,38.567784,38.566784,38.566784,38.567784,38.567784,40.798784,41.798784,68.798784,68.798784,68.798784,68.798784,68.798784,68.798784,68.798784,68.798784,68.798784,68.798784,70.798784,70.798784,70.798784,68.798784,68.798784,41.798784
2012-01-06,39.244805,39.245805,39.244805,39.244805,39.244805,39.245805,39.245805,42.476805,45.476805,45.476805,66.476805,66.476805,50.476805,50.476805,66.476805,50.476805,50.476805,50.476805,66.476805,66.476805,66.476805,66.476805,45.476805,42.476805
2012-01-07,37.483243,39.396243,37.483243,37.483243,37.483243,39.395243,39.395243,39.396243,44.385243,63.385243,63.385243,63.385243,63.385243,63.385243,66.385243,44.385243,44.385243,63.385243,66.385243,66.385243,66.385243,66.385243,44.385243,39.396243
2012-01-08,39.475185,39.475185,39.474185,39.474185,39.474185,39.474185,37.562185,39.474185,39.475185,39.475185,44.464185,44.464185,44.464185,44.464185,44.464185,44.464185,44.464185,44.464185,63.464185,76.464185,71.464185,55.464185,55.464185,44.464185
2012-01-09,42.442407,42.442407,40.530407,40.530407,42.443407,42.442407,40.530407,42.443407,42.443407,47.432407,47.432407,63.432407,63.432407,47.432407,47.432407,47.432407,47.432407,47.432407,66.432407,79.432407,66.432407,64.432407,63.432407,42.443407
2012-01-10,44.223381,44.223381,44.223381,44.223381,44.223381,46.212381,46.212381,46.212381,64.212381,64.212381,64.712381,64.712381,64.712381,64.712381,64.712381,64.712381,64.712381,64.712381,64.712381,65.212381,64.712381,64.712381,64.212381,46.212381
2012-01-11,43.478107,43.478107,43.479107,41.566107,43.478107,43.479107,44.468107,54.468107,62.468107,62.468107,62.468107,62.468107,62.468107,62.468107,62.468107,62.468107,62.468107,62.468107,63.468107,75.468107,63.468107,62.468107,62.468107,44.468107
2012-01-12,43.913908,43.913908,43.913908,43.924908,43.913908,43.923908,43.924908,50.913908,59.913908,59.913908,62.113908,62.113908,62.113908,62.113908,62.113908,62.113908,62.113908,62.113908,62.113908,79.413908,62.113908,62.113908,50.913908,43.924908
2012-01-13,41.182452,41.172452,41.172452,41.172452,41.183452,41.183452,41.183452,42.172452,55.172452,55.172452,55.172452,55.172452,55.172452,55.172452,55.172452,55.172452,55.172452,55.172452,58.172452,58.172452,58.172452,55.172452,55.172452,42.172452
2012-01-14,49.507261,49.507261,49.507261,49.507261,49.507261,49.507261,49.507261,49.507261,51.507261,52.507261,52.507261,52.507261,52.507261,52.507261,52.507261,52.507261,51.507261,52.507261,52.507261,56.507261,52.507261,52.507261,51.507261,49.507261
2012-01-15,40.225753,40.225753,39.175753,39.175753,38.780753,39.175753,38.780753,39.175753,40.225753,46.225753,46.225753,46.225753,46.225753,46.225753,46.225753,46.225753,46.225753,46.225753,51.225753,53.225753,53.225753,51.225753,46.225753,46.225753
2012-01-16,44.672542,44.672542,44.672542,44.672542,44.672542,45.067542,46.117542,46.117542,56.117542,56.117542,56.117542,57.117542,57.117542,56.117542,56.117542,56.117542,57.117542,56.117542,59.117542,59.117542,59.117542,56.117542,55.117542,46.117542
2012-01-17,42.300042,42.301042,42.301042,42.301042,42.301042,42.745042,42.745042,42.745042,49.245042,49.245042,49.745042,49.745042,49.745042,49.745042,49.745042,49.745042,52.745042,49.745042,184.745042,270.867042,184.745042,49.745042,49.245042,42.745042
2012-01-18,41.303691,41.303691,41.303691,41.303691,41.304691,48.248691,48.248691,51.748691,61.748691,61.748691,78.748691,183.748691,103.748691,78.748691,103.748691,103.748691,183.748691,78.748691,183.748691,269.870691,183.748691,61.748691,51.748691,48.248691
2012-01-19,38.971324,39.026324,38.971324,38.971324,39.025324,39.026324,39.027324,63.471324,75.471324,75.471324,126.471324,186.471324,186.471324,126.471324,126.471324,75.471324,75.471324,75.471324,186.471324,186.471324,75.471324,63.471324,63.471324,39.027324
2012-01-20,37.936562,37.936562,37.936562,37.936562,38.386562,38.486562,38.486562,38.491562,38.492562,38.492562,38.492562,60.936562,38.492562,38.492562,38.492562,38.492562,38.492562,38.492562,60.936562,60.936562,48.936562,38.492562,38.490562,38.486562
2012-01-21,44.254328,44.254328,44.254328,44.254328,44.254328,44.254328,44.254328,44.554328,44.554328,45.059328,45.060328,45.060328,45.060328,45.060328,45.060328,45.059328,45.059328,45.059328,45.061328,55.254328,45.061328,45.060328,44.554328,44.254328
2012-01-22,45.911758,45.911758,45.911758,45.911758,45.911758,45.911758,45.911758,45.911758,50.104758,50.104758,50.104758,50.104758,50.104758,50.104758,50.104758,50.104758,50.104758,50.104758,58.104758,58.104758,58.104758,58.104758,50.104758,50.104758
2012-01-23,41.408424,41.408424,41.408424,41.408424,41.408424,42.214424,42.214424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,57.408424,42.214424
2012-01-24,41.480027,41.480027,41.480027,41.480027,41.480027,41.480027,42.286027,42.286027,56.480027,56.480027,56.480027,56.480027,56.480027,56.480027,56.480027,56.480027,56.480027,56.480027,65.480027,65.480027,65.480027,56.480027,42.286027,41.480027
2012-01-25,46.773568,46.773568,46.773568,46.773568,46.773568,47.475568,48.480568,48.481568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,69.675568,73.675568,73.675568,69.675568,48.481568,47.475568
2012-01-26,47.51767,47.51767,47.51767,47.51767,47.51767,47.51767,49.22367,49.22467,66.41867,66.41867,66.41867,66.41867,66.41867,66.41867,66.41867,66.41867,66.41867,66.41867,68.41867,68.41867,66.41867,66.41867,59.41867,47.51767
2012-01-27,42.973441,42.973441,42.973441,42.973441,42.973441,42.974441,44.681441,46.875441,46.875441,46.875441,55.875441,55.875441,55.875441,55.875441,55.875441,55.875441,55.875441,55.875441,61.875441,61.875441,61.875441,55.875441,46.875441,44.681441
