fecha,precio
1995-07-31,1.5401994263285024
1995-08-31,7.086462365591398
1995-09-30,10.955819444444444
1995-10-31,10.445442204301076
1995-11-30,27.534781944444447
1995-12-31,68.87623387096774
1996-01-31,22.86518809101655
1996-02-29,8.044093390804598
1996-03-31,3.460622311827957
1996-04-30,3.0400250000000004
1996-05-31,1.8098521505376344
1996-06-30,1.8891361111111113
1996-07-31,1.6492661290322579
1996-08-31,3.7170040322580644
1996-09-30,15.89411388888889
1996-10-31,5.523818548387097
1996-11-30,20.601340277777776
1996-12-31,14.516505739081746
1997-01-31,21.6234326344086
1997-02-28,26.916225595238096
1997-03-31,25.705821720430105
1997-04-30,25.252256111111112
1997-05-31,35.462962258064515
1997-06-30,33.35615083333333
1997-07-31,31.958212809139784
1997-08-31,38.467690215053764
1997-09-30,138.9860625
1997-10-31,137.12781997311828
1997-11-30,132.43517081944444
1997-12-31,128.86919086021504
1998-01-31,133.05079433432508
1998-02-28,148.7786617857143
1998-03-31,91.3943610752688
1998-04-30,55.43113638888889
1998-05-31,25.777461075268818
1998-06-30,18.275234444444443
1998-07-31,17.99891870967742
1998-08-31,20.6674473655914
1998-09-30,22.561658333333334
1998-10-31,23.38937376344086
1998-11-30,24.078219166666667
1998-12-31,23.53761134751773
1999-01-31,24.921644892473118
1999-02-28,24.832715654761905
1999-03-31,21.4947235483871
1999-04-30,23.3864725
1999-05-31,25.811141182795698
1999-06-30,27.843982500000003
1999-07-31,28.750234086021507
1999-08-31,31.469544623655914
1999-09-30,33.355602222222224
1999-10-31,32.22858236559139
1999-11-30,31.789288611111115
1999-12-31,31.87610767730497
2000-01-31,36.77877993548387
2000-02-29,40.2614768275862
2000-03-31,37.63729737634409
2000-04-30,44.298057444444446
2000-05-31,37.291121849462364
2000-06-30,39.99320276388889
2000-07-31,42.80114080645161
2000-08-31,49.070172247311824
2000-09-30,59.535251666666674
2000-10-31,48.420788247311826
2000-11-30,45.39779070833333
2000-12-31,55.4097891827957
2001-01-31,70.60665351612903
2001-02-28,86.041764
2001-03-31,70.62400477419354
2001-04-30,67.14124172222222
2001-05-31,50.005437161290324
2001-06-30,43.025278
2001-07-31,39.87171288172043
2001-08-31,38.96622711827957
2001-09-30,45.30853116666667
2001-10-31,46.79236440860215
2001-11-30,38.96203355555556
2001-12-31,35.054972494623655
2002-01-31,38.70992283870968
2002-02-28,56.64558720238095
2002-03-31,52.86998496774193
2002-04-30,48.445141722222225
2002-05-31,39.420407215053764
2002-06-30,35.13288577777777
2002-07-31,42.15307365591398
2002-08-31,45.40600548387096
2002-09-30,49.058390055555556
2002-10-31,60.21958511827957
2002-11-30,53.04030677777777
2002-12-31,64.10013347311828
2003-01-31,69.1190018064516
2003-02-28,71.9613829404762
2003-03-31,76.83774978494623
2003-04-30,80.11864622222221
2003-05-31,69.47551355913978
2003-06-30,64.70255361111111
2003-07-31,69.925157172043
2003-08-31,65.20440784946237
2003-09-30,62.49289883333333
2003-10-31,55.49408678494624
2003-11-30,63.667327722222225
2003-12-31,52.346394150537634
2004-01-31,58.876875677419356
2004-02-29,70.4008157586207
2004-03-31,73.14546574193548
2004-04-30,70.65451300000001
2004-05-31,72.12580626881721
2004-06-30,51.34673188888889
2004-07-31,52.8359307204301
2004-08-31,53.984546225806454
2004-09-30,60.11169638888889
2004-10-31,71.77283973118278
2004-11-30,67.38508438888888
2004-12-31,67.57161937634409
2005-01-31,82.78205547311829
2005-02-28,73.86437828571428
2005-03-31,69.21760983870968
2005-04-30,68.32830544444444
2005-05-31,69.39889759139785
2005-06-30,59.05737277777778
2005-07-31,77.80062675268817
2005-08-31,85.8283337311828
2005-09-30,87.75673088888888
2005-10-31,81.21681419354839
2005-11-30,56.201273944444445
2005-12-31,79.969531172043
2006-01-31,79.02648719354839
2006-02-28,75.52091904761905
2006-03-31,65.78744762365592
2006-04-30,54.01196816666666
2006-05-31,53.73773859139785
2006-06-30,52.985621055555555
2006-07-31,59.31640294623656
2006-08-31,66.53275446236559
2006-09-30,103.44861244444445
2006-10-31,130.51170156989247
2006-11-30,80.43596811111111
2006-12-31,64.23784768817204
2007-01-31,87.48620925295509
2007-02-28,106.98867625
2007-03-31,100.79190553763442
2007-04-30,91.82196516666667
2007-05-31,74.92841674193548
2007-06-30,75.86059083333333
